,Title,Link,Location,Latitude,Longitude,NumReviews,PriceRange,Tags,Categories,Address
570,Yellow Cab Pizza Co. (CityLink Mall),/yellow-cab-pizza-co-singapore,City Hall,1.292021,103.8557744,70,~$20/pax,['BEYOND'],"['Pasta', ' Pizza', ' 1-for-1 Deals', ' Western', ' Burpple Beyond']",1 Raffles Link #B1-01/02 CityLink Mall Singapore 039393
571,Penang Seafood Restaurant,/penang-food-restaurant,Geylang,1.3147806,103.8819406,211,~$15/pax,['Featured In 4 Guides'],"['Zi Char', ' Seafood', ' Supper', ' Good For Groups']",32 Aljunied Road Singapore 389817
572,Chong Pang Market & Food Centre,/chong-pang-market-food-centre,Yishun,1.4318458,103.8283401,156,~$10/pax,[],['Hawker Food'],105 Yishun Ring Road Singapore 760105
573,Little Caesars Pizza (Funan),/little-caesars-singapore,City Hall,1.2911354,103.8501524,2,~$10/pax,[],"['Pizza', ' Cheap & Good', ' Western', ' Newly Opened']",107 North Bridge Road #01-18 Funan Singapore 179105
574,Artea,/artea-sg,Harbourfront,1.2640606,103.8223506,91,~$10/pax,['Featured In 1 Guide'],"['Desserts', ' Fruit Tea', ' Cafes & Coffee', ' Bubble Tea']",1 Harbourfont Walk #01-100 VivoCity Singapore 098585
575,Twenty Eight Cafe,/twenty-eight-cafe,Dhoby Ghaut,1.3021219,103.8486535,37,~$20/pax,[],"['Pasta', ' Burgers', ' Breakfast & Brunch', ' Cafes & Coffee']",28 Wilkie Road Sophia Flats Singapore 228051
576,Legendary Hong Kong,/legendary-hong-kong,Boon Lay,1.33942,103.7053619,260,~$15/pax,['Featured In 1 Guide'],"['Dim Sum', ' Chinese', ' Cheap & Good']",63 Jurong West Central 3 #03-80 Jurong Point 2 Singapore 648331
577,Kenny Rogers Roasters (Jem),/kenny-rogers-roasters-jem,Jurong East,1.332887,103.7430045,6,~$20/pax,[],"['Western', ' Halal', ' Newly Opened']",50 Jurong Gateway Road #B1-37/38 Jem Singapore 608549
578,Misato,/misato-2,Somerset,1.3023602,103.8395446,176,~$20/pax,[],['Japanese'],176 Orchard Road #01-33E The Centrepoint Singapore 238843
579,Chojiro,/chojiro-singapore,Raffles Place,1.2839173,103.848842,4,~$20/pax,['Featured In 1 Guide'],"['Sushi', ' Japanese', ' Newly Opened']",23 Church Street #01-04/05 Capital Square Gochi Church Street Japan Kitchen Singapore 049481
580,Itacho Sushi (The Star Vista),/itacho-sushi-4,Buona Vista,1.3069992,103.7883921,167,~$25/pax,[],"['Sushi', ' Japanese']",1 Vista Exchange Green #B1-12 The Star Vista Singapore 138617
581,TWB Pizza and Bar,/twb-pizza-bar,Thomson,1.352201,103.8350762,16,~$20/pax,"['BEYOND', 'Featured In 1 Guide']","['Italian', ' Pizza', ' Bars', ' Dinner with Drinks', ' 1-for-1 Deals']",215R Upper Thomson Road Singapore 574349
582,Knots Cafe and Living,/knots-living,Macpherson,1.3293507,103.8902605,87,~$15/pax,['Featured In 1 Guide'],"['Waffles', ' Desserts', ' Cafes & Coffee', ' Breakfast & Brunch', ' Cakes']",160 Paya Lebar Road #01-07 [email protected] Singapore 409022
583,Kim Dae Mun (Concorde Hotel),/kim-dae-mun-korean-food,Somerset,1.300618,103.842224,135,~$10/pax,['Featured In 4 Guides'],"['Burpple Guides', ' Hidden Gem', ' Korean', ' Cheap & Good']",100 Orchard Road #01-03D Concorde Hotel Singapore 238840
584,Japanese Curry Express,/japanese-curry-express,Bugis,1.3004328,103.8521987,111,~$10/pax,['Featured In 3 Guides'],"['Sushi', ' Japanese', ' Cheap & Good']",190 Middle Road #03-04 Fortune Centre Singapore 188979
585,Red Eye Smokehouse,/red-eye-smokehouse,Lavender,1.310712,103.861088,39,~$30/pax,['Featured In 1 Guide'],"['BBQ', ' Western', ' Good For Groups']",1 Cavan Road Singapore 209842
586,PAUL (Paragon),/paul-the-paragon,Orchard,1.3038981,103.8352242,16,~$20/pax,[],"['French', ' Desserts', ' Cafes & Coffee', ' Breakfast & Brunch', ' Bread']",290 Orchard Road #02-09 Paragon Singapore 238859
587,Bedrock Bar & Grill,/bedrock-bar-grill,Somerset,1.3009516,103.838148,200,~$60/pax,['Featured In 2 Guides'],"['Steak', ' Dinner with Drinks', ' Burgers', ' Cocktails', ' Date Night', ' Western', ' Good For Groups']",96 Somerset Road #01-05 Pan Pacific Serviced Suites Orchard Singapore 238163
588,The Windmill Cafe and Bar,/the-windmill-cafe-and-bar,Holland,1.3106827,103.7952282,10,~$20/pax,['BEYOND'],"['Bars', ' Late Night', ' Cocktails', ' Western', ' 1-for-1 Deals']",3 Lorong Liput Holland Piazza Singapore 277725
589,Legend (Anchorvale Community Club),/legend-at-sengkang-cc,Sengkang,1.3970903,103.8866075,34,~$20/pax,[],"['Late Night', ' Craft Beer', ' Western', ' Good For Groups']",59 Anchorvale Road #01-06 Anchorvale Community Club Singapore 544965
590,Loloku,/loloku,Outram Park,1.279163,103.841469,38,~$15/pax,"['BEYOND', 'Featured In 3 Guides']","['Salads', ' Cafes & Coffee', ' 1-for-1 Deals', ' Healthy']",1 Keong Saik Road #01-05 The Working Capitol Singapore 089109
591,Odette,/odette,City Hall,1.2897067,103.8514433,199,~$200/pax,['Featured In 1 Guide'],"['Michelin Guide Singapore 2018', ' Michelin Guide Singapore 2019', ' Date Night', ' European', ' Michelin Guide Singapore 2017', ' Fine Dining']",1 St Andrew's Road #01-04 National Gallery Singapore Singapore 178957
592,Seizan Uni Ramen (Wisma Atria),/seizan-uni-ramen-picnic-wisma-atria,Orchard,1.3037148,103.8332642,8,~$20/pax,['Featured In 1 Guide'],"['Ramen', ' Japanese', ' Newly Opened']",435 Orchard Road #03-15 Wisma Atria Picnic Singapore 238877
593,Common Man Coffee Roasters,/common-man-coffee-roasters,Robertson Quay,1.2918252,103.8384094,661,~$30/pax,['Featured In 9 Guides'],"['Burpple Guides', ' Desserts', ' Cafes & Coffee', ' Breakfast & Brunch', ' Good For Groups']",22 Martin Road #01-00  Singapore 239058
594,Blanco Court Kueh Chap (Holland Drive Market & Food Centre),/blanco-court-kway-chap,Holland,1.3080741,103.7925678,13,~$5/pax,[],"['Local Delights', ' Hawker Food']",44 Holland Drive #02-02 Holland Drive Market & Food Center Singapore 270044
595,Strangers' Reunion,/strangers-reunion,Outram Park,1.2770146,103.8363681,1122,~$25/pax,['Featured In 5 Guides'],"['Burpple Guides', ' Desserts', ' Cafes & Coffee', ' Breakfast & Brunch', ' Waffles']",33/35/37 Kampong Bahru Road Singapore 169356
596,"Asam Tree Cafe, Bakery & Restaurant",/asam-tree-cafe-bakery-restaurant,Ang Mo Kio,1.3716144,103.8470382,8,~$10/pax,[],"['Malay', ' Cafes & Coffee', ' Hawker Food', ' Halal']",712 Ang Mo Kio Avenue 6 #01-4056 Singapore 560712
597,Boyle’s Coffee & Love Bites,/boyles-coffee-love-bites,Bras Basah,1.2962946,103.8499767,2,~$10/pax,[],"['Salads', ' Desserts', ' Cafes & Coffee']",70 Stamford Road #01-22A SMU Li Ka Shing Library Singapore 178901
598,Maison Ikkoku,/maison-ikkoku,Bugis,1.3022018,103.8597985,446,~$30/pax,['Featured In 4 Guides'],"['Burpple Guides', ' Bars', ' Late Night', ' Cafes & Coffee', ' Sandwiches', ' Cocktails', ' Breakfast & Brunch']",Kandahar Street 20 Singapore 198885
599,Kong Cafe,/kong-cafe,Bukit Timah,1.336791,103.7836817,6,~$15/pax,[],"['Korean', ' Cafes & Coffee', ' Sandwiches', ' Breakfast & Brunch', ' Newly Opened']",896 Dunearn Road  #01-11 Singapore 589472
600,The Naughty Corner Gelato House,/tncgelato,Toa Payoh,1.3385795,103.8579902,30,~$10/pax,['Featured In 1 Guide'],"['Ice Cream & Yoghurt', ' Desserts', ' Waffles']",234 Lorong 8 Toa Payoh #01-278 Singapore 310234
601,Tanglin Halt Food Centre,/tanglin-halt-commonwealth-drive-food-centre-2,Commonwealth,1.2996615,103.7978813,64,~$10/pax,[],"['Kopitiam', ' Hawker Food']",1A Commonwealth Drive Singapore 141001
602,O.BBa Jjajang (Tanjong Pagar),/obba-jjajang,Tanjong Pagar,1.277942,103.84381,113,~$15/pax,['Featured In 2 Guides'],"['Korean', ' Supper', ' Cheap & Good']",77 Tanjong Pagar Road Singapore 088498
603,Sum Yi Tai,/sum-yi-tai,Telok Ayer,1.2812539,103.848566,133,~$40/pax,['Featured In 1 Guide'],"['Bars', ' Dim Sum', ' Late Night', ' Dinner with Drinks', ' Chinese', ' Cocktails']",25 Boon Tat Street Singapore 069622
604,Im Thai Kitchen (Punggol),/imthaikitchen,Punggol,1.3997384,103.9198258,2,~$10/pax,[],"['Thai', ' Cheap & Good', ' Hawker Food']",658 Punggol East #01-10 Stall 6 Singapore 820658
605,724 Ang Mo Kio Central Market & Food Centre,/ang-mo-kio-central-market-hawker-centre,Ang Mo Kio,1.3721212,103.8466781,71,~$10/pax,[],['Hawker Food'],724 Ang Mo Kio Avenue 6 Singapore 560724
606,The Ramen Stall,/the-ramen-stall-1,Bugis,1.3038564,103.8600499,75,~$15/pax,['Featured In 2 Guides'],"['Ramen', ' Late Night', ' Japanese', ' Supper', ' Halal']",787 North Bridge Road Singapore 198755
607,Kopi Kia,/kopi-kia-bedok-south,Bedok,1.32527,103.9410383333,7,~$5/pax,[],['Hawker Food'],56 New Upper Changi Road Singapore 461056
608,Ah Ter Teochew Fishball Noodle Bar,/ah-ter-fishball-noodle-bar,Raffles Place,1.2869684,103.8487113,28,~$15/pax,"['BEYOND', 'Featured In 1 Guide']","['Supper', ' Hawker Food', ' 1-for-1 Deals', ' Newly Opened']",5 Lorong Telok Singapore 049018
609,Cafe Milligram,/cafe-milligram,Marina Bay,1.2782987,103.8525394,35,~$25/pax,"['BEYOND', 'Featured In 1 Guide']","['Pasta', ' Cafes & Coffee', ' Burgers', ' Sandwiches', ' Breakfast & Brunch', ' 1-for-1 Deals']",5 Straits View #01-11 Marina One Singapore 018935
610,Swee Choon Dim Sum,/swee-choon-dim-sum,Little India,1.3081217,103.8569132,719,~$15/pax,['Featured In 1 Guide'],"['Burpple Guides', ' Dim Sum', ' Supper', ' Cheap & Good', ' Good For Groups']",183-191 Jalan Besar Singapore 208882
611,Fu Xiang Treasures (Jewel Changi Airport),/fu-xiang-treasures,Changi,1.3603912,103.989642,2,~$10/pax,[],['Hawker Food'],78 Airport Boulevard #B2-238/239/240 Jewel Changi Airport Five Spice Singapore 819666
612,Starbucks (Paragon),/starbucks--paragon,Orchard,1.3035028,103.8356394,11,~$10/pax,[],['Cafes & Coffee'],290 Orchard Road #B1-34 Paragon Shopping Centre Singapore 238859
613,DON DON DONKI (Clarke Quay Central),/don-don-donki-singapore-5,Clarke Quay,1.2894584,103.8473566,14,~$15/pax,[],"['Teppanyaki', ' Japanese']",6 Eu Tong Sen Street #B1-11-28/44-51 Clarke Quay Central Singapore 059817
614,Potato Corner (JCube),/potato-corner-jcube,Jurong East,1.3333431,103.7402683,2,~$5/pax,['BEYOND'],"['Fast Food', ' 1-for-1 Deals', ' Burpple Beyond']",2 Jurong East Central 1 #B1-K12 JCube Singapore 609731
615,Chinatown Complex Market & Food Centre,/chinatown-complex-market-food-centre,Chinatown,1.282654,103.8430543,642,~$10/pax,['Featured In 4 Guides'],"['Burpple Guides', ' Cheap & Good', ' Hawker Food']",335 Smith Street Singapore 050335
616,Mellower Expresso (Marina One),/mellower-expresso,Marina Bay,1.2782753,103.8525822,7,~$10/pax,['BEYOND'],"['Desserts', ' Cafes & Coffee', ' Sandwiches', ' 1-for-1 Deals', ' Cakes']",5 Straits View #B2-10 Marina One Singapore 018936
617,ENG'S Char Siew Wantan Mee (Tanjong Katong),/engs-char-siew-wantan-mee,Katong,1.306769,103.8958491,24,~$5/pax,[],['Hawker Food'],248 Tanjong Katong Road​​​​​​​ Singapore 437036
618,Original Sin,/original-sin,Holland,1.311228,103.796542,38,~$35/pax,"['BEYOND', 'Featured In 2 Guides']","['Vegetarian', ' Mediterranean', ' Date Night', ' 1-for-1 Deals', ' Healthy']",43 Jalan Merah Saga #01-62 Singapore 278115
619,The Muffinry/At Night by Bakery and Bar,/at-night-by-bakery-and-bar,Telok Ayer,1.2820534,103.8482226,5,~$15/pax,['BEYOND'],"['Desserts', ' Cafes & Coffee', ' Sandwiches', ' Breakfast & Brunch', ' 1-for-1 Deals']",112 Telok Ayer Street Singapore 068581
620,Uggli Muffins (Toa Payoh West Market & Food Centre),/uggli-muffins,Toa Payoh,1.338084,103.844724,17,~$5/pax,[],"['Desserts', ' Hawker Food']",127 Lorong 1 Toa Payoh #02-34 Toa Payoh West Market & Food Centre Singapore 310127
621,Menya Kokoro (Suntec City),/menyakokorosg,Esplanade,1.2957055,103.8597298,120,~$15/pax,['Hot 100 2019'],"['Ramen', ' Japanese']",3 Temasek Boulevard #03-313 Suntec City Eat at Seven Singapore 038983
622,Chengdu,/chengdusg,Tanjong Pagar,1.2803451,103.84671,44,~$20/pax,['Featured In 1 Guide'],"['Chinese', ' Good For Groups']",74 Amoy Street Singapore 069893
623,Olla Specialty Coffee (Pickering Street),/olla-specialty-coffee-pickering-st,Raffles Place,1.2850537,103.8483071,0,~$5/pax,['BEYOND'],"['Cafes & Coffee', ' 1-for-1 Deals', ' Burpple Beyond']",20 Pickering Street Singapore 048658
624,Knicker+Bockers (Shaw House),/knickerbockers-shaw-centre,Orchard,1.305487,103.8293843,11,~$15/pax,['BEYOND'],"['Pizza', ' 1-for-1 Deals', ' Western']",350 Orchard Road #04-00 Shaw House Singapore 238868
625,Waa Cow! (National University of Singapore),/waa-cow,Dover,1.304628,103.7723334,71,~$20/pax,['Featured In 1 Guide'],"['Chirashi', ' Japanese']",2 College Avenue West #01-06 Singapore 138607
626,The Glass Onion Bistro and Bar,/the-glass-onion,Bras Basah,1.2989872,103.8502288,22,~$25/pax,"['BEYOND', 'Featured In 1 Guide']","['Steak', ' Pasta', ' Bars', ' Hidden Gem', ' Burgers', ' Late Night', ' Date Night', ' Breakfast & Brunch', ' Good For Groups', ' 1-for-1 Deals', ' Western', ' Burpple Beyond']",41 Bencoolen Street #01-03 Hotel Mi Singapore 189623
627,Monga Fried Chicken,/mongasingapore,Jurong East,1.332887,103.7430045,15,~$25/pax,['Featured In 1 Guide'],"['Taiwanese', ' Fast Food']",50 Jurong Gateway Road #B1-K10 Jem Singapore 608549
628,Bismillah Biryani (Little India),/bismillah-biryani,Little India,1.304967,103.85354,24,~$10/pax,['Featured In 1 Guide'],"['Indian', ' Burpple Guides', ' Cheap & Good', ' Hawker Food']",48/50 Dunlop Street Singapore 209379
629,Tolido's Espresso Nook,/tolidos-espresso-nook,Lavender,1.3045459,103.8608284,396,~$20/pax,"['Hot 100 2019', 'Featured In 1 Guide']","['Pasta', ' Cafes & Coffee', ' Breakfast & Brunch', ' Western']",462 Crawford Lane #01-63 Singapore 190462
630,Lunar Coffee Brewers,/lunar-coffee-brewers,Tanjong Pagar,1.2767434,103.8482644,113,~$20/pax,['Featured In 1 Guide'],"['Japanese', ' Cafes & Coffee', ' Good For Groups']",6A Shenton Way #01-49/50 Downtown Gallery Singapore 068815
631,YakiBaBar,/yakibabar,Serangoon,1.364101,103.865439,28,~$20/pax,"['BEYOND', 'Featured In 2 Guides']","['Bars', ' Japanese', ' 1-for-1 Deals']",68 Serangoon Garden Way Singapore 555964
632,the kins',/the-kins,West Coast,1.2768727,103.7918326,63,~$20/pax,['Featured In 1 Guide'],"['Desserts', ' Cafes & Coffee', ' Breakfast & Brunch', ' Cakes']",2 Jalan Mat Jambol #01-08/09 BIJOU Singapore 119554
633,Cuba Libre (Clarke Quay),/cuba-libre,Clarke Quay,1.2907685,103.8455114,19,~$30/pax,"['BEYOND', 'Featured In 1 Guide']","['Bars', ' Spanish', ' Seafood', ' Late Night', ' Dinner with Drinks', ' 1-for-1 Deals']",3B River Valley Road #01-13 Singapore 179021
634,AH LOCK & Co.,/ah-lock-co,Tanjong Pagar,1.2770512,103.8455475,43,~$10/pax,['Featured In 1 Guide'],"['Local Delights', ' Desserts']",7 Wallich Street #B2-22/23/24 Guoco Tower Singapore 078884
635,Nani's Kitchen (International Plaza),/nanis-kitchen,Tanjong Pagar,1.2756998,103.8436211,4,~$5/pax,"['BEYOND', 'Featured In 1 Guide']","['Desserts', ' 1-for-1 Deals', ' Healthy', ' Burpple Beyond']",10 Anson Road #01-03 International Plaza Singapore 079903
636,Otto Berlin Haus (Toa Payoh),/otto-berlin-haus,Toa Payoh,1.3401367,103.8537722,28,~$25/pax,"['BEYOND', 'Featured In 1 Guide']","['Kopitiam', ' Supper', ' European', ' Western', ' Good For Groups', ' 1-for-1 Deals']",211 Lorong 8 Toa Payoh #01-01 Singapore 310211
637,Tonkatsu by Ma Maison (CHIJMES),/ma-maison-tonkatsu-at-chijmes-singapore,Bras Basah,1.2953237,103.852743,22,~$30/pax,[],['Japanese'],30 Victoria Street #01-09 CHIJMES Singapore 187996
638,iO Italian Osteria,/italian-osteria,Bukit Batok,1.363367,103.764398,321,~$35/pax,"['Hot 100 2019', 'Featured In 3 Guides']","['Italian', ' Pasta', ' Dinner with Drinks', ' Date Night', ' Western', ' Good For Groups']",4 Hillview Rise #02-01 HillV2 Singapore 667979
639,Yong He Eating House 永和豆浆油条大王,/fZw8TQW3,Geylang,1.3133882,103.8840389,76,~$5/pax,['Featured In 2 Guides'],"['Burpple Guides', ' Supper', ' Cheap & Good', ' Hawker Food']",458 Geylang Road Lorong 24A Singapore 389417
640,Wonderful Bap Sang,/wonderful-bap-sang,Promenade,1.2953413,103.8596008,39,~$20/pax,[],['Korean'],8 Temasek Boulevard #02-609/610 Suntec City East Wing Singapore 038988
641,Fasta,/fasta,City Hall,1.2945958,103.8557342,45,~$15/pax,[],"['Pasta', ' Salads', ' Western', ' Healthy']",26 Beach Road #B1-23 South Beach Avenue Singapore 189768
642,Chomp Chomp Food Centre,/chomp-chomp-food-centre,Serangoon,1.3643135,103.8664016,351,~$10/pax,[],"['Supper', ' Cheap & Good', ' Hawker Food']",20 Kensington Park Road Singapore 557269
643,Food Capital (Grand Copthorne Waterfront Hotel),/food-capital,Robertson Quay,1.2903,103.835175,13,~$70/pax,[],"['Buffets', ' Good For Groups']",392 Havelock Road Singapore 169663
644,Old School Delights (Esplanade Mall),/old-school-delights-esplanade-mall,Esplanade,1.2897618,103.8557365,50,~$15/pax,['BEYOND'],"['Local Delights', ' 1-for-1 Deals', ' Burpple Beyond']",8 Raffles Avenue #02-25 Esplanade Mall Singapore 038902
645,Tsui Wah (Clarke Quay),/tsui-wah-singapore,Clarke Quay,1.2903741,103.8448958,157,~$15/pax,[],"['Desserts', ' Cafes & Coffee', ' Chinese', ' Supper']",3A River Valley Road #01-03 Clarke Quay Singapore 179020
646,Hillman Restaurant,/hillman-restraunt,Farrer Park,1.3096696,103.8571867,15,~$25/pax,[],"['Chinese', ' Good For Groups']",135 Kitchener Road Singapore 208518
647,No:18 Zion Road Fried Kway Teow (Zion Riverside Food Centre),/no18-zion-road-fried-kway-teow,River Valley,1.2926232,103.83125,29,~$5/pax,[],"['Char Kway Teow', ' Hawker Food']",70 Zion Road #01-17 Zion Riverside Food Centre Singapore 247792
648,Cio Enzyme Drink (Suntec City),/ciosunteccity,Promenade,1.294799,103.8591942,23,~$5/pax,['BEYOND'],"['1-for-1 Deals', ' Healthy']",3 Temasek Boulevard #01-K3 Suntec City East Wing Singapore 038983
649,Morning Grind Cafe (Raffles Place),/morning-grind-cafe,Raffles Place,1.2838742,103.8514941,4,~$10/pax,"['BEYOND', 'Featured In 1 Guide']","['Breakfast & Brunch', ' Cafes & Coffee', ' 1-for-1 Deals', ' Burpple Beyond']",5 Raffles Place #B1-32 Raffles Place MRT Singapore 048618
650,Dutch Colony Coffee Co. (Frankel Avenue),/dutch-colony-coffee-co-1,Siglap,1.3142592,103.9195062,263,~$15/pax,['Featured In 3 Guides'],"['Cafes & Coffee', ' Breakfast & Brunch']",113 Frankel Avenue Singapore 458230
651,Aloha Poké (Bugis Junction),/aloha-poke-bugis-junction,Bugis,1.2995988,103.8556781,30,~$20/pax,[],"['Salads', ' Healthy']",200 Victoria Street #04-01 Bugis Junction Singapore 188021
652,Yun Nans,/yun-nans,Changi,1.3583195,103.9889131,75,~$20/pax,['Featured In 1 Guide'],['Chinese'],78 Airport Boulevard #02-217 Jewel Changi Airport Singapore 819666
653,Nylon Coffee Roasters,/nylon-coffee-roasters,Outram Park,1.276849,103.839921,177,~$5/pax,['Featured In 4 Guides'],"['Burpple Guides', ' Cafes & Coffee']",4 Everton Park #01-40 Singapore 080004
654,Au Croissant,/au-croissant,Kallang,1.3103444,103.8641272,4,~$10/pax,[],"['Desserts', ' Cafes & Coffee', ' Bread']",12 Kallang Avenue #01-35 Aperia Mall Singapore 339511
655,Voyage Patisserie,/voyage-patisserie,Tiong Bahru,1.284801,103.83493,26,~$15/pax,['Featured In 3 Guides'],"['Desserts', ' Cafes & Coffee', ' Cakes']",249 Outram Road Singapore 169048
656,Dumpling Darlings,/dumpling-darlings,Tanjong Pagar,1.2805052,103.8469283,391,~$15/pax,"['Hot 100 2019', 'Featured In 1 Guide']",['Chinese'],44 Amoy Street Singapore 069870
657,Lam's Kitchen (Race Course Road),/lams-abalone-noodles-lavender,Farrer Park,1.3162805,103.8583079,90,~$10/pax,['Featured In 1 Guide'],['Hawker Food'],460 Race Course Road Singapore 218700
658,belle-ville Pancake Cafe (Bugis Junction),/belleville-sg,Bugis,1.2996044,103.8557181,93,~$15/pax,[],"['Desserts', ' Japanese', ' Cafes & Coffee']",230 Victoria Street #01-01B Bugis Junction Tower Singapore 188024
659,Dunkin’ Donuts (Tampines),/dunkin-donuts-tampines,Tampines,1.3535537,103.9449445,1,~$5/pax,['BEYOND'],"['Desserts', ' Cafes & Coffee', ' 1-for-1 Deals', ' Halal']",20 Tampines Central 1 #01-20 Tampines MRT Singapore 529538
660,The Original Boat Noodle (Changi City Point),/add-the-original-boat-noodle,Tampines,1.3343497,103.9626223,25,~$15/pax,[],"['Thai', ' Halal']",5 Changi Business Park Central 1 #B1-34A Changi City Point Singapore 486038
661,White Restaurant (Suntec City),/white-restaurant-2,Promenade,1.2957055,103.8597298,3,~$15/pax,[],"['Zi Char', ' Chinese', ' Newly Opened']",3 Temasek Boulevard #B1-131 Suntec City Singapore 038983
662,Hosay Mee Pok (Bedok),/hosay-mee-pok-bedok,Bedok,1.3264712,103.929992,4,~$5/pax,[],['Hawker Food'],204 Bedok North Street 1 #01-393 Singapore 460204
663,Ponggol Nasi Lemak (Upper Serangoon Road),/ponggol-nasi-lemak-centre,Kovan,1.3619045,103.8867144,83,~$5/pax,[],"['Malay', ' Nasi Lemak', ' Supper', ' Cheap & Good', ' Hawker Food']",965 Upper Serangoon Road Singapore 534721
664,Tampopo (Liang Court),/tampopo-restaurant,Clarke Quay,1.2912395,103.8447992,208,~$25/pax,['Featured In 1 Guide'],"['Ramen', ' Burpple Guides', ' Japanese']",177 River Valley Road #01-23/24 Liang Court Shopping Centre Singapore 179030
665,Sinpopo Restaurant (Joo Chiat),/sinpopo-brand,Marine Parade,1.3062369,103.9045487,266,~$20/pax,[],"['Local Delights', ' Desserts', ' Cafes & Coffee', ' Supper']",458 Joo Chiat Road Singapore 427671
666,Itacho Sushi (ION Orchard),/itacho-sushi,Orchard,1.3047036,103.8312995,228,~$25/pax,[],"['Sushi', ' Japanese']",2 Orchard Turn #B3-20 ION Orchard  Singapore 238801
667,Tonkatsu by Ma Maison (Westgate),/tonkatsu-by-ma-maison-1,Jurong East,1.3344869,103.7427336,48,~$30/pax,[],['Japanese'],3 Gateway Drive #04-06 Westgate Singapore 608532
668,WOLAA Kitchen & Bar,/wolaa-kitchen-bar,Marine Parade,1.3086462,103.9112213,2,~$30/pax,"['BEYOND', 'Featured In 1 Guide']","['Bars', ' Dinner with Drinks', ' Western', ' Good For Groups', ' 1-for-1 Deals', ' Burpple Beyond']",376 East Coast Road Singapore 428984
669,HANS IM GLÜCK German Burgergrill (Orchard),/hans-im-gluck-german-burgergrill,Orchard,1.3058525,103.8305537,88,~$25/pax,['Featured In 2 Guides'],"['Vegetarian', ' Salads', ' Dinner with Drinks', ' Burgers', ' European', ' Western']",362 Orchard Road Singapore 238887
670,VUE,/vuesingapore,Raffles Place,1.2826632,103.8528142,3,~$25/pax,[],"['Great View', ' Dinner with Drinks', ' Cocktails', ' Date Night']",50 Collyer Quay Level 19 OUE Bayfront Singapore 049321
671,Chef Icon Nature Bakery (I12 Katong),/chef-icon-nature-bakery-i12-katong,Marine Parade,1.3051997,103.9050012,6,~$10/pax,[],"['Vegetarian', ' Desserts', ' Cakes', ' Bread']",112 East Coast Road #B1-05 I12 Katong Singapore 428802
672,The Sushi Bar (Tampines 1),/the-sushi-bar-tampines-1,Tampines,1.354212,103.9450352,43,~$30/pax,['BEYOND'],"['Seafood', ' Chirashi', ' Sushi', ' Japanese', ' 1-for-1 Deals']",10 Tampines Central 1 #04-09 Tampines 1 Singapore 529536
673,Sushi Jiro (Keppel Bay),/sushi-jiro-keppel-bay,Harbourfront,1.2640047,103.8124338,22,~$180/pax,[],"['Sushi', ' Japanese', ' Fine Dining']",2 Keppel Bay Vista #02-01 Marina at Keppel Bay Singapore 098382
674,Galettes,/galettes,Ang Mo Kio,1.3727932,103.8558016,25,~$15/pax,"['BEYOND', 'Featured In 1 Guide']","['Desserts', ' Breakfast & Brunch', ' Cafes & Coffee', ' Craft Beer', ' Cakes', ' 1-for-1 Deals']",529 Ang Mo Kio Avenue 10 #01-2365 Singapore 560529
675,Famous Kitchen,/the-famous-kitchen,Yishun,1.4026881,103.8179926,16,~$45/pax,[],"['Seafood', ' Chinese', ' Good For Groups']",54 Sembawang Road #01-01 Hong Heng Mansions Singapore 779085
676,alittle tashi,/alittle-tashi,Jalan Besar,1.3099981,103.8589681,59,~$25/pax,"['BEYOND', 'Featured In 1 Guide']","['Bars', ' Late Night', ' Cocktails', ' 1-for-1 Deals']",39 Tyrwhitt Road Singapore 207538
677,Mei Yuen Restaurant,/mei-yuen-restaurant,Marine Parade,1.3076845407486,103.907524108887,28,~$5/pax,[],['Hawker Food'],233 East Coast Road Singapore 428928
678,A Gan Guo Kui (Funan),/agan-guokui,City Hall,1.2911354,103.8501524,7,~$5/pax,[],['Chinese'],107 North Bridge Road #B2-K05 Funan Singapore 179105
679,BAKE Cheese Tart (ION Orchard),/bake-cheese-tart-singapore,Orchard,1.3042427,103.8319055,169,~$5/pax,['Featured In 1 Guide'],"['Desserts', ' Japanese']",2 Orchard Turn #B4-33 ION Orchard Singapore 238801
680,Geometry,/geometry,Bukit Merah,1.2866638,103.8071624,96,~$5/pax,['Featured In 3 Guides'],"['Ice Cream & Yoghurt', ' Desserts']",2 Jalan Bukit Merah #01-5142 Singapore 150002
681,Munch (One Raffles Place),/munch-saladsmith-one-raffles-place,Raffles Place,1.284554,103.8512263,18,~$15/pax,['BEYOND'],"['Salads', ' 1-for-1 Deals', ' Healthy']",1 Raffles Place #B1-16 One Raffles Place Singapore 048616
682,Cheek Bistro,/cheekbistro,Telok Ayer,1.2814005,103.8485518,27,~$60/pax,['Featured In 2 Guides'],"['Michelin Guide Singapore 2019', ' Dinner with Drinks', ' Date Night', ' Western']",21 Boon Tat Street Singapore 069620
683,Butler's Steakbar,/butlers-steak,Outram Park,1.2796626,103.841782,13,~$30/pax,[],"['Steak', ' Dinner with Drinks', ' Cocktails', ' Western']",4 Jiak Chuan Road Singapore 089261
684,Canton Paradise (Marina Bay Sands),/canton-paradise-marina-bay-sands,Marina Bay,1.2859599,103.8604338,86,~$25/pax,[],"['Dim Sum', ' Chinese', ' Good For Groups']",2 Bayfront Avenue #01-02 The Shoppes at Marina Bay Sands Singapore 018972
